URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/action-cardinality-behavior,5.0.0,draft,"2.16.840.1.113883.4.642.3.807,2.16.840.1.113883.4.642.3.790",ActionCardinalityBehavior,Action Cardinality Behavior,"Defines behavior for an action or a group for how many times that item may be repeated.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.3051",ActionCode,Action Code,"Provides examples of actions to be performed.","StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-condition-kind,5.0.0,draft,"2.16.840.1.113883.4.642.3.798,2.16.840.1.113883.4.642.3.815",ActionConditionKind,Action Condition Kind,"Defines the kinds of conditions that can appear on actions.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-grouping-behavior,5.0.0,draft,"2.16.840.1.113883.4.642.3.782,2.16.840.1.113883.4.642.3.799",ActionGroupingBehavior,Action Grouping Behavior,"Defines organization behavior of a group.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-participant-function,5.0.0,draft,"2.16.840.1.113883.4.642.3.3052",ActionParticipantFunction,Action Participant Function,"The function performed by the participant for the action.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-participant-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.794,2.16.840.1.113883.4.642.3.811",ActionParticipantType,Action Participant Type,"The type of participant for the action.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-precheck-behavior,5.0.0,draft,"2.16.840.1.113883.4.642.3.788,2.16.840.1.113883.4.642.3.805",ActionPrecheckBehavior,Action Precheck Behavior,"Defines selection frequency behavior for an action or group.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-reason-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.3053",ActionReasonCode,Action Reason Code,"Provides examples of reasons for actions to be performed.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-relationship-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.796,2.16.840.1.113883.4.642.3.813",ActionRelationshipType,Action Relationship Type,"Defines the types of relationships between actions.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/action-required-behavior,5.0.0,draft,"2.16.840.1.113883.4.642.3.786,2.16.840.1.113883.4.642.3.803",ActionRequiredBehavior,Action Required Behavior,"Defines expectations around whether an action or action group is required.","StructureDefinition/cpg-strategydefinition,StructureDefinition/cpg-shareableplandefinition,StructureDefinition/cpg-computableplandefinition,StructureDefinition/recommendation-plan,StructureDefinition/recommendation,StructureDefinition/shareableplandefinition,StructureDefinition/cpg-recommendationdefinition","hl7.fhir.r5.core"
